ZIP;AGE;GENDER;INCOME;STATE;RAMNTALL;NGIFTALL;MINRAMNT
95014;37;Male;5000;CA;87;5;5
89128;47;Male;4000;NV;40;2;20
42431;71;Female;2000;KY;147;16;5
85023;28;Male;3000;AZ;116;6;5
78626;36;Female;3000;TX;15;1;15
60103;40;Female;5000;IL;20;2;5
90650;68;Male;1000;CA;72;6;5
36522;74;Female;2000;AL;57;5;6
62995;72;Female;2000;IL;25;3;5
98377;72;Male;4000;WA;89;15;3
65239;58;Female;3000;MO;33;4;3
33301;78;Female;2000;FL;44;4;10
30215;50;Female;6000;GA;25;2;10
48066;48;Male;5000;MI;37;8;3
46307;84;Female;2000;IN;88;13;5
54880;48;Male;3000;WI;20;1;20
34608;46;Female;7000;FL;133;16;5
48227;50;Female;5000;MI;66;5;10
32073;38;Male;7000;FL;67;10;3
91306;50;Female;7000;CA;346;12;10
30746;48;Female;4000;GA;206;9;10
49445;66;Female;3000;MI;38;3;8
99835;46;Female;5000;AK;65;5;5
56031;90;Female;1000;MN;452;32;3
75205;48;Male;6000;TX;45;2;20
73109;74;Female;2000;OK;94;9;5
92683;57;Female;5000;CA;282;25;4
78245;33;Male;4000;TX;80;11;5
60455;64;Female;4000;IL;35;17;1
56701;87;Female;3000;MN;145;25;3
80233;55;Female;2000;CO;181;12;5
53221;82;Male;3000;WI;356;21;10
27514;72;Male;7000;NC;125;4;25
76904;68;Female;6000;TX;60;3;10
87110;38;Female;4000;NM;50;1;50
48092;73;Male;3000;MI;18;3;3
91302;59;Male;1000;CA;80;4;5
92082;44;Female;4000;CA;42;3;10
37421;82;Female;4000;TN;78;16;2
79027;40;Male;2000;TX;95;3;20
60422;34;Male;6000;IL;23;1;23
48026;36;Female;5000;MI;30;3;5
59011;52;Male;4000;MT;15;1;15
96025;67;Male;1000;CA;109;10;5
55414;85;U;2000;MN;206;25;1
90221;26;Male;2000;CA;15;1;15
80118;59;Female;5000;CO;71;6;5
48036;44;Female;5000;MI;49;6;5
33852;79;Male;2000;FL;633;72;3
56266;76;Female;4000;MN;142;18;5
34997;84;Male;5000;FL;31;3;5
98362;84;Male;3000;WA;136;11;5
77095;45;Male;5000;TX;169;13;10
48178;44;Male;4000;MI;65;4;10
33853;70;Male;1000;FL;148;27;3
98022;66;Male;3000;WA;20;2;5
47920;58;Female;5000;IN;25;2;5
53098;26;Female;5000;WI;56;5;6
95340;52;Male;5000;CA;25;2;10
67156;80;Male;2000;KS;160;12;5
85382;44;Male;5000;AZ;23;1;23
95688;34;Female;2000;CA;35;2;15
78737;76;Female;6000;TX;58;10;1
66047;60;Male;7000;KS;20;1;20
91325;76;Female;4000;CA;59;9;3
35209;45;Female;6000;AL;40;3;8
93601;72;Female;4000;CA;197;31;0
48503;51;Female;4000;MI;103;11;5
37917;46;Female;2000;TN;20;1;20
29540;44;Female;2000;SC;68;12;3
90301;58;Male;5000;CA;20;1;20
81301;58;Female;5000;CO;295;30;2
27040;28;Male;2000;NC;357;15;0
78258;34;Male;6000;TX;25;1;25
68801;80;Male;3000;NE;107;7;10
84108;57;Female;4000;UT;20;1;20
48185;92;Female;1000;MI;119;19;2
56732;50;Female;3000;MN;30;2;10
35211;67;Male;4000;AL;136;13;5
92071;44;Female;5000;CA;23;1;23
32547;33;Male;4000;FL;47;7;5
80524;73;Male;4000;CO;213;14;5
38230;65;Male;7000;TN;127;9;5
73130;81;Male;3000;OK;68;14;3
77089;63;Female;5000;TX;55;2;25
61032;82;Female;2000;IL;111;11;5
70810;43;Female;7000;LA;43;5;3
27043;48;Female;4000;NC;30;2;15
71446;31;Male;6000;LA;111;10;5
34430;70;Male;2000;FL;51;16;1
64062;75;Male;5000;MO;105;6;5
76904;66;Male;4000;TX;36;4;6
27022;55;Female;4000;NC;73;6;5
76834;70;Male;7000;TX;170;10;8
98203;48;Female;5000;WA;106;8;6
33160;81;Male;1000;FL;69;10;3
95954;90;Female;3000;CA;174;34;3
32569;39;Male;5000;FL;36;4;5
55118;76;Male;6000;MN;65;7;3
50265;35;Female;4000;IA;82;8;5
33304;82;Female;1000;FL;145;16;3
75963;83;Female;1000;TX;157;15;5
60068;73;Female;7000;IL;92;4;20
48093;79;Male;2000;MI;85;14;5
28216;50;Male;7000;NC;15;1;15
95117;44;Male;6000;CA;20;1;20
32763;89;Female;1000;FL;287;19;10
90274;39;Male;6000;CA;204;13;5
61610;58;Male;5000;IL;58;6;5
98631;58;Female;2000;WA;40;3;10
95820;74;Female;1000;CA;117;19;3
32174;64;Female;3000;FL;15;1;15
30101;70;Male;4000;GA;85;15;3
87108;62;Female;2000;NM;44;4;5
38618;56;Female;2000;MS;131;12;5
75042;48;Male;4000;TX;126;8;9
33125;38;Female;5000;FL;23;3;5
48197;32;Female;6000;MI;99;15;2
33019;36;Female;4000;FL;37;3;10
93060;78;Female;5000;CA;74;8;5
32817;72;Female;5000;FL;136;10;10
76502;76;Male;5000;TX;71;8;5
34758;68;Female;4000;FL;142;13;10
70507;89;Male;2000;LA;70;7;5
54901;74;Male;2000;WI;50;6;5
48917;44;Male;5000;MI;28;3;3
54837;80;Female;1000;WI;131;15;5
77642;45;Male;5000;TX;132;13;0
53705;95;Female;1000;WI;105;8;10
90250;52;Female;6000;CA;45;3;5
48708;88;Female;2000;MI;74;6;10
48118;67;Male;4000;MI;30;2;10
59106;50;Male;7000;MT;82;9;5
55347;87;Male;7000;MN;165;16;3
95014;70;Male;6000;CA;197;11;10
78628;77;Male;5000;TX;20;2;5
91932;58;Male;3000;CA;61;4;10
38018;40;Female;3000;TN;175;7;15
33605;36;Female;4000;FL;73;14;3
89117;94;Female;1000;NV;121;6;10
80911;70;Male;4000;CO;82;3;25
77450;54;Female;7000;TX;125;7;5
61032;55;Male;5000;IL;120;7;5
32256;60;Male;3000;FL;20;1;20
64133;71;Male;5000;MO;775;31;15
29206;73;Male;5000;SC;163;13;5
55110;69;Female;4000;MN;73;9;5
29566;80;Female;2000;SC;110;3;25
92868;76;Female;4000;CA;70;5;10
90806;85;Female;1000;CA;164;14;5
81052;62;Male;4000;CO;202;39;1
37317;50;Female;2000;TN;30;2;10
39569;40;Female;7000;MS;28;2;13
98405;58;Female;5000;WA;59;5;5
49506;79;Male;1000;MI;64;9;3
89006;69;Female;2000;NV;258;17;5
97203;51;Female;2000;OR;79;8;3
95824;36;Female;1000;CA;15;1;15
32796;56;Male;4000;FL;25;2;5
36830;97;Female;6000;AL;107;9;5
76528;80;Male;2000;TX;180;21;5
80301;37;Female;5000;CO;470;34;0
94123;58;Female;7000;CA;193;10;5
60002;56;Female;5000;IL;36;6;5
32217;53;Female;5000;FL;185;8;10
33952;57;Male;5000;FL;344;35;5
60175;53;Male;7000;IL;81;6;5
81125;74;Female;5000;CO;134;25;5
95379;74;Female;2000;CA;87;17;2
95628;90;Female;5000;CA;27;4;5
31410;52;Female;7000;GA;105;6;5
35210;80;Female;5000;AL;87;9;5
48858;35;Male;6000;MI;68;8;3
85541;75;Male;6000;AZ;189;21;4
80231;44;Female;1000;CO;35;2;10
98665;34;Female;6000;WA;35;3;5
47906;74;Male;4000;IN;15;1;15
93274;45;Female;4000;CA;20;3;5
92506;46;Female;5000;CA;161;16;5
71129;73;Male;5000;LA;31;4;5
77979;58;Female;5000;TX;107;6;5
29568;56;Male;1000;SC;38;4;5
70582;63;Female;3000;LA;25;3;5
48189;45;Male;3000;MI;30;2;10
28052;92;Male;2000;NC;159;16;5
61054;46;Male;2000;IL;32;2;15
76012;68;Male;2000;TX;25;1;25
70438;83;Male;5000;LA;131;14;5
60153;49;Female;5000;IL;42;6;3
46356;47;Female;6000;IN;15;1;15
75209;59;Female;3000;TX;430;20;5
85375;81;Male;4000;AZ;15;1;15
53191;40;Female;1000;WI;85;9;0
56384;72;Male;1000;MN;178;23;3
28384;50;Male;2000;NC;42;2;20
56065;70;Female;2000;MN;52;5;5
66208;67;Female;7000;KS;114;14;5
76054;40;Female;7000;TX;120;10;10
77619;63;Female;5000;TX;59;6;5
53110;62;Female;5000;WI;320;15;5
73435;73;Male;1000;OK;45;4;5
30012;35;Female;4000;GA;94;6;10
47164;24;Male;4000;IN;90;3;20
54622;82;Male;2000;WI;52;6;5
55355;48;Female;4000;MN;38;8;3
68701;48;Female;4000;NE;81;8;5
98058;32;Female;2000;WA;37;3;10
33436;78;Male;1000;FL;20;1;20
93702;52;Female;2000;CA;120;19;4
31792;60;Female;5000;GA;117;17;3
49120;79;Female;2000;MI;153;18;5
60525;74;Female;5000;IL;271;17;10
49423;72;Male;3000;MI;75;6;5
62521;74;Male;2000;IL;70;12;3
34202;34;Female;4000;FL;51;7;3
98033;68;Female;6000;WA;20;1;20
91709;42;Male;5000;CA;98;10;3
94025;40;Female;6000;CA;227;8;20
37923;38;Male;5000;TN;64;4;15
46390;68;Female;2000;IN;85;7;5
94061;59;Female;6000;CA;97;13;3
49706;56;Female;2000;MI;136;10;5
88005;64;Female;2000;NM;141;15;5
48433;76;Male;5000;MI;112;10;5
30024;60;Male;6000;GA;245;16;5
61727;82;Female;6000;IL;68;9;5
33442;87;Male;1000;FL;147;9;2
40503;67;Male;5000;KY;190;19;2
94903;48;Female;3000;CA;70;15;3
85735;34;Female;3000;AZ;59;3;13
33149;60;Female;4000;FL;30;2;10
60008;84;Female;1000;IL;97;16;3
31903;56;Female;2000;GA;126;20;2
54149;82;Female;1000;WI;119;15;5
39530;60;Male;5000;MS;393;12;3
94589;81;Male;4000;CA;95;12;3
27406;59;Female;5000;NC;127;11;7
31907;45;Female;3000;GA;55;3;10
93313;57;Female;5000;CA;30;2;15
48328;80;Male;5000;MI;122;12;5
94549;67;Male;6000;CA;15;1;15
75007;52;Female;7000;TX;60;3;10
54495;38;Female;5000;WI;48;5;3
60126;74;Female;6000;IL;51;3;10
86336;31;Female;6000;AZ;50;2;25
97420;68;Female;2000;OR;38;7;4
52659;76;Female;3000;IA;25;1;25
48436;52;Male;5000;MI;76;8;5
92008;49;Male;5000;CA;15;1;15
90631;28;Female;5000;CA;47;4;5
46901;76;Male;4000;IN;25;1;25
78252;85;Female;2000;TX;88;10;5
60195;64;Female;4000;IL;81;8;3
32408;63;Male;5000;FL;44;5;5
62321;73;Female;1000;IL;716;43;5
95432;74;Male;4000;CA;345;12;10
60426;68;Female;2000;IL;66;7;5
95703;84;Male;5000;CA;81;9;5
30342;69;Female;2000;GA;71;17;3
33428;85;Male;2000;FL;117;21;3
48762;58;Male;3000;MI;75;5;10
49085;75;Female;2000;MI;95;9;5
90604;80;Female;4000;CA;396;27;3
75657;53;Female;4000;TX;47;8;3
95202;80;Female;1000;CA;90;9;5
85718;76;Female;6000;AZ;88;13;5
33852;63;Female;3000;FL;52;6;3
94619;45;Male;4000;CA;20;1;20
63848;77;Female;2000;MO;319;23;5
34470;49;Female;2000;FL;87;6;5
37849;40;Female;4000;TN;20;1;20
05733;34;Female;7000;VT;15;1;15
48044;49;Male;6000;MI;90;5;10
92506;57;Female;6000;CA;80;5;10
60922;60;Female;3000;IL;34;3;8
54650;49;Female;4000;WI;254;18;3
33071;50;Male;7000;FL;25;1;25
48126;76;Male;6000;MI;25;2;10
74820;76;Female;3000;OK;173;24;3
68010;36;Male;5000;NE;20;1;20
48421;59;Female;4000;MI;137;11;2
84119;51;Male;5000;UT;66;7;5
64151;51;Female;5000;MO;62;7;5
28602;60;Male;2000;NC;146;12;5
28304;40;Male;2000;NC;30;2;5
28163;68;Female;2000;NC;152;24;1
94556;71;Male;1000;CA;172;24;5
92056;36;Male;1000;CA;31;3;5
61615;67;Male;7000;IL;71;6;3
61874;46;Male;6000;IL;89;7;5
42350;70;Male;1000;KY;36;7;3
98070;83;Male;3000;WA;215;11;10
73056;46;Female;6000;OK;30;2;10
46143;52;Male;6000;IN;107;8;5
98144;62;Female;2000;WA;35;3;10
75165;59;Female;5000;TX;131;17;3
34691;72;Male;5000;FL;203;18;5
32320;70;Male;4000;FL;74;6;5
64834;48;Male;3000;MO;51;6;3
93662;46;Male;6000;CA;118;14;5
37917;40;Male;1000;TN;115;5;10
70719;70;Female;2000;LA;173;15;5
62301;45;Male;4000;IL;263;27;3
75214;96;U;6000;TX;122;9;10
30281;59;Male;4000;GA;121;9;5
46526;87;Male;4000;IN;245;14;3
40143;40;Female;1000;KY;94;23;2
30297;47;Female;4000;GA;130;14;2
51632;29;Male;4000;IA;20;1;20
95037;58;Female;7000;CA;65;6;5
46312;74;Female;5000;IN;96;22;2
40245;76;Female;5000;KY;31;6;5
75228;73;Male;5000;TX;44;4;5
77642;59;Female;3000;TX;96;11;5
99362;58;Male;5000;WA;107;10;5
73044;74;Male;2000;OK;130;13;5
97439;89;Male;5000;OR;100;13;2
99208;42;Male;3000;WA;88;7;5
36111;71;Female;7000;AL;15;1;15
95010;57;Female;3000;CA;114;11;3
55337;69;Male;7000;MN;88;7;5
92130;74;Female;4000;CA;62;2;30
92028;89;Female;5000;CA;166;20;3
83855;82;J;2000;ID;35;2;15
60638;35;Male;6000;IL;111;8;6
60610;82;Male;7000;IL;30;2;10
56501;87;Female;1000;MN;305;19;5
98115;22;Male;1000;WA;18;2;3
29544;57;Female;1000;SC;50;4;10
30044;43;Female;5000;GA;53;5;5
38676;78;Male;2000;MS;15;1;15
92128;88;Female;4000;CA;35;3;5
47342;59;Female;5000;IN;105;11;5
83347;46;Male;5000;ID;15;1;15
71747;72;Female;4000;AR;81;5;5
87105;47;Female;4000;NM;120;9;5
95125;73;Male;6000;CA;115;3;35
97203;46;Female;1000;OR;136;6;13
94596;44;Male;2000;CA;107;16;3
85028;34;Male;6000;AZ;287;8;25
94010;42;Female;4000;CA;70;3;20
73529;42;Female;5000;OK;102;10;5
85013;84;Male;7000;AZ;225;12;10
95819;91;Female;5000;CA;45;2;20
32779;42;Female;6000;FL;56;4;5
95747;50;Female;5000;CA;26;2;10
66901;76;Male;2000;KS;145;12;5
68105;54;Male;5000;NE;44;4;5
85019;36;Male;2000;AZ;132;19;2
77030;73;Male;7000;TX;115;4;20
41001;35;Female;6000;KY;112;6;10
97504;62;Male;4000;OR;59;5;5
73160;84;Female;3000;OK;54;10;3
33435;92;Female;4000;FL;90;5;10
97424;50;Male;5000;OR;20;1;20
78250;79;Female;4000;TX;120;28;3
92103;41;Female;6000;CA;25;1;25
95127;75;Male;3000;CA;57;6;5
55721;86;Male;4000;MN;138;17;3
33322;81;Male;4000;FL;148;16;3
92648;75;Female;5000;CA;62;12;1
52501;65;Male;5000;IA;237;14;10
64108;53;Female;7000;MO;29;6;1
91604;44;Male;7000;CA;55;3;10
75633;52;Male;4000;TX;55;5;5
56301;53;Female;7000;MN;157;20;3
55347;44;Female;5000;MN;182;9;5
80204;42;Female;2000;CO;20;1;20
47720;52;Male;6000;IN;145;8;5
93906;68;Male;5000;CA;50;4;5
54024;52;Female;3000;WI;85;7;5
67218;44;Male;6000;KS;63;5;10
54729;80;Female;3000;WI;115;10;10
94025;75;Female;6000;CA;325;15;3
54836;78;Male;1000;WI;90;11;5
64111;76;Female;2000;MO;181;15;0
46130;84;Male;3000;IN;49;6;5
77705;44;Female;5000;TX;35;2;10
90212;62;Female;6000;CA;88;9;3
48312;58;Male;5000;MI;122;15;5
32159;89;Male;5000;FL;51;3;6
33438;58;Female;6000;FL;148;8;5
37802;80;Male;3000;TN;109;9;6
55070;38;Male;5000;MN;175;14;5
28423;34;Female;1000;NC;62;8;3
32828;48;Male;4000;FL;461;41;3
68114;33;Female;7000;NE;25;2;10
97201;50;Female;7000;OR;20;1;20
89121;76;Female;3000;NV;91;14;3
29693;67;Female;2000;SC;145;12;5
32720;48;Female;2000;FL;189;20;5
96825;75;Male;7000;HI;57;4;5
77253;38;Female;6000;TX;35;3;5
33415;84;Male;4000;FL;132;12;5
96826;61;Male;7000;HI;80;6;10
59801;81;Male;3000;MT;200;2;100
46128;38;Male;6000;IN;72;8;5
27948;35;Male;5000;NC;15;1;15
94070;60;Male;6000;CA;250;9;20
94127;75;Male;6000;CA;15;1;15
99686;76;Male;5000;AK;75;4;10
63118;67;Female;1000;MO;50;9;3
76424;36;Female;5000;TX;73;10;2
78387;38;Female;3000;TX;45;3;5
79316;90;Female;3000;TX;55;4;10
75103;32;Male;7000;TX;285;20;10
56401;83;Female;2000;MN;122;12;3
48081;77;Female;1000;MI;91;9;5
28315;78;Male;7000;NC;100;8;5
91760;64;Female;6000;CA;140;5;10
31522;49;Male;3000;GA;125;9;10
63461;84;Male;2000;MO;93;23;1
91303;38;Male;4000;CA;20;1;20
98250;39;Male;5000;WA;76;9;5
99026;70;Female;4000;WA;44;6;5
41018;72;Female;4000;KY;167;23;4
90024;34;Male;7000;CA;41;8;3
93065;61;Male;6000;CA;57;7;5
55953;63;Male;2000;MN;178;19;3
70517;43;Male;7000;LA;25;2;5
41164;82;Female;2000;KY;111;9;5
30013;40;Female;5000;GA;63;8;2
53227;71;Male;1000;WI;75;7;3
91001;59;Female;6000;CA;15;1;15
32566;62;Male;5000;FL;177;10;10
95073;72;Female;1000;CA;135;22;2
61550;70;Male;4000;IL;20;2;5
91031;72;Female;5000;CA;97;15;5
53105;46;Female;3000;WI;40;3;10
92276;80;Male;4000;CA;35;2;5
35218;66;Female;3000;AL;76;9;5
70003;73;Male;6000;LA;42;5;5
92804;68;Female;2000;CA;137;10;5
73110;62;Female;4000;OK;115;6;10
27613;34;Female;6000;NC;98;12;5
98038;54;Male;6000;WA;25;2;10
53215;78;Male;2000;WI;48;7;5
89117;48;Female;7000;NV;43;5;1
92054;52;Male;4000;CA;20;1;20
94015;81;Male;7000;CA;153;19;3
78597;59;Male;5000;TX;69;6;10
37643;20;Male;5000;TN;83;7;5
30542;50;Female;4000;GA;35;5;4
77563;64;Male;5000;TX;325;17;10
90745;40;Female;5000;CA;18;2;3
31907;64;Female;4000;GA;144;17;5
85201;72;Female;1000;AZ;170;11;5
49505;52;Female;5000;MI;151;6;10
55444;33;Female;5000;MN;201;8;5
34208;56;Male;2000;FL;125;6;10
72209;81;Male;2000;AR;934;74;5
32223;63;Female;3000;FL;135;6;20
67901;62;Female;7000;KS;74;7;5
48706;76;Female;2000;MI;123;21;4
55051;44;Female;5000;MN;76;7;5
49328;54;Female;3000;MI;41;4;5
28150;79;Male;6000;NC;164;13;5
33155;71;Female;2000;FL;68;7;3
32804;76;Female;1000;FL;119;11;3
46382;59;Female;5000;IN;92;9;5
87031;50;Female;6000;NM;203;16;3
29649;55;Female;3000;SC;169;12;10
66606;43;Female;1000;KS;106;7;5
90810;50;Female;2000;CA;130;8;10
32311;48;Female;5000;FL;156;16;2
80022;52;Female;2000;CO;25;1;25
66212;89;Female;1000;KS;164;30;5
60625;69;Male;6000;IL;50;3;15
95616;57;Female;6000;CA;153;6;20
79924;68;Male;3000;TX;172;15;10
52803;60;Male;1000;IA;97;6;10
92021;81;Female;2000;CA;199;17;3
48230;70;Female;5000;MI;64;6;5
70003;72;Female;1000;LA;109;19;2
90630;81;Male;6000;CA;85;7;5
28612;50;Male;5000;NC;54;7;5
60429;59;Male;4000;IL;45;4;5
98328;68;Male;2000;WA;50;4;5
62526;67;Male;5000;IL;47;4;10
46142;32;Female;7000;IN;15;1;15
91351;32;Male;7000;CA;89;16;5
95357;80;Male;6000;CA;30;2;10
91942;79;Male;4000;CA;40;4;5
70775;42;Female;7000;LA;89;5;10
42408;52;Male;1000;KY;20;2;5
32746;49;Male;6000;FL;49;4;5
90042;67;Male;5000;CA;61;6;5
94556;67;Female;6000;CA;48;5;3
89134;77;Male;4000;NV;15;1;15
30082;85;Female;5000;GA;100;15;5
53181;52;Female;6000;WI;55;4;10
70032;53;Female;2000;LA;15;1;15
48237;89;Male;4000;MI;113;8;5
88012;46;Male;5000;NM;21;2;5
90712;46;Female;6000;CA;207;14;5
34698;80;Male;4000;FL;31;3;5
92607;70;Female;1000;CA;101;11;3
75287;40;Female;3000;TX;115;14;2
29172;53;Female;5000;SC;79;11;3
46774;54;Female;5000;IN;93;18;3
91932;46;Female;4000;CA;122;13;5
77363;55;Male;2000;TX;245;22;5
54904;44;Female;6000;WI;87;14;3
47012;30;Male;1000;IN;25;2;5
42301;43;Female;3000;KY;64;4;10
28359;44;Female;3000;NC;34;3;6
56007;55;Male;4000;MN;87;10;2
48144;76;Female;6000;MI;136;16;3
48135;50;Male;4000;MI;58;4;10
92691;42;Male;7000;CA;196;15;5
60126;95;Female;5000;IL;183;47;2
95118;48;Female;6000;CA;106;9;5
41101;86;Female;3000;KY;150;5;20
63116;89;Female;1000;MO;136;11;1
30008;38;Male;6000;GA;50;4;10
29732;52;Male;5000;SC;30;2;5
71302;27;Male;3000;LA;25;1;25
49327;38;Male;4000;MI;45;5;5
94589;75;Male;2000;CA;83;14;5
38133;46;Female;6000;TN;53;6;3
92672;91;Male;6000;CA;128;6;10
34997;75;Male;7000;FL;25;1;25
35805;54;Female;5000;AL;25;1;25
46723;50;Male;3000;IN;36;3;10
95422;78;Female;5000;CA;42;4;5
97528;44;Male;5000;OR;15;1;15
34639;62;Female;2000;FL;20;1;20
56716;83;Male;4000;MN;106;18;3
80919;78;Female;1000;CO;105;8;10
46236;76;Male;2000;IN;25;3;5
73703;59;Female;7000;OK;97;8;5
94583;79;Female;1000;CA;20;1;20
33313;92;Male;5000;FL;141;11;10
95206;51;Female;6000;CA;33;2;8
29582;82;Female;2000;SC;20;2;5
77095;52;Female;6000;TX;65;8;3
46203;84;U;1000;IN;100;12;5
61350;48;Male;4000;IL;247;19;5
95127;35;Male;4000;CA;125;2;50
48823;92;Female;1000;MI;47;3;15
28226;42;Male;7000;NC;505;31;3
98498;42;Female;5000;WA;72;6;5
61036;64;Female;4000;IL;90;9;5
94587;58;Female;3000;CA;119;13;3
98144;75;Female;2000;WA;93;8;5
67207;40;Male;7000;KS;75;2;25
61938;68;Male;2000;IL;42;4;4
48503;37;J;6000;MI;37;5;5
95405;54;Male;4000;CA;165;9;10
63031;32;Female;4000;MO;20;1;20
33462;59;Male;4000;FL;15;1;15
94550;54;Female;6000;CA;220;3;20
73507;50;U;4000;OK;58;19;1
95070;48;Female;6000;CA;107;11;5
72104;57;Female;1000;AR;42;4;5
98498;81;Male;2000;WA;37;4;3
58801;51;Male;3000;ND;144;14;5
32583;55;Male;4000;FL;138;18;5
38111;79;Female;5000;TN;137;8;15
75062;50;Female;4000;TX;20;1;20
60436;44;Male;3000;IL;35;2;10
46163;97;Male;1000;IN;159;16;5
94553;47;Female;5000;CA;148;18;3
49445;57;Male;5000;MI;20;2;5
91104;69;Female;4000;CA;298;14;15
94127;81;Female;7000;CA;280;18;3
30344;34;Female;2000;GA;98;8;5
98626;33;Male;4000;WA;96;11;0
33142;77;Female;2000;FL;101;21;2
55346;36;Male;5000;MN;36;4;3
61443;30;Male;3000;IL;38;7;3
92313;58;Female;6000;CA;20;1;20
28075;52;Male;7000;NC;130;5;15
33919;40;Female;5000;FL;20;2;5
75148;97;Female;1000;TX;135;22;5
78627;83;Male;3000;TX;284;24;5
48617;82;Female;1000;MI;163;13;1
90640;84;Male;1000;CA;130;16;5
70130;87;Female;7000;LA;73;5;5
50701;52;Male;5000;IA;27;5;3
61443;45;Male;4000;IL;29;3;5
27962;28;Female;5000;NC;45;5;5
92315;38;Female;5000;CA;102;14;5
62561;76;Female;5000;IL;96;26;2
75009;91;U;5000;TX;122;16;1
48150;75;Female;4000;MI;20;1;20
48827;51;Female;4000;MI;25;2;10
30188;77;Female;3000;GA;147;20;3
95401;39;Female;4000;CA;84;7;5
92235;48;Female;2000;CA;70;3;20
48054;67;Male;5000;MI;25;1;25
54412;39;U;1000;WI;90;3;10
56655;65;Female;4000;MN;146;29;3
40211;79;Female;1000;KY;32;4;5
97004;78;Male;2000;OR;102;10;5
34205;72;Male;2000;FL;127;7;2
91214;48;Male;5000;CA;66;4;10
77079;79;Male;7000;TX;66;4;5
92801;51;Male;6000;CA;187;8;15
77058;88;Female;1000;TX;46;4;10
33761;40;Male;5000;FL;98;12;3
30189;40;Male;3000;GA;101;10;5
60305;78;Female;4000;IL;64;6;3
49855;63;Female;3000;MI;172;39;2
46774;67;Female;1000;IN;67;9;5
69343;34;Female;1000;NE;38;3;10
78415;42;Male;2000;TX;77;6;5
91606;48;Male;5000;CA;30;2;15
60097;86;Female;2000;IL;83;12;3
97330;86;Female;2000;OR;40;3;10
53566;70;Male;2000;WI;138;26;4
48079;42;Female;5000;MI;176;11;5
85251;58;Male;5000;AZ;35;2;10
38801;38;Female;6000;MS;30;2;10
55448;47;Male;6000;MN;20;1;20
59101;63;Female;4000;MT;41;5;5
60450;84;Male;1000;IL;300;38;5
80124;47;Male;6000;CO;242;16;5
29445;59;Female;3000;SC;78;6;3
49548;74;Male;2000;MI;32;3;5
46805;77;Male;5000;IN;184;17;2
79702;54;Male;3000;TX;95;9;5
52806;77;Male;1000;IA;223;21;5
48126;30;Male;3000;MI;40;4;5
49201;81;Male;4000;MI;35;4;5
92120;72;Male;2000;CA;34;4;5
98168;84;Female;2000;WA;112;17;3
46320;71;Male;4000;IN;146;16;5
37205;46;Male;5000;TN;26;2;10
97113;55;Male;5000;OR;85;8;5
85739;62;Female;7000;AZ;40;2;15
48356;65;Female;3000;MI;45;3;10
71602;49;Male;4000;AR;85;10;3
94536;39;Female;7000;CA;15;1;15
30045;66;Female;3000;GA;20;1;20
59072;39;Male;3000;MT;176;25;3
46208;88;Female;4000;IN;118;18;3
31907;57;Female;1000;GA;104;7;5
55013;42;Female;2000;MN;75;11;3
30215;56;Male;7000;GA;173;15;5
35541;10;Female;3000;AL;26;2;10
91765;36;Male;6000;CA;32;3;10
83537;57;Male;4000;ID;56;4;5
56572;51;Female;3000;MN;128;23;3
63011;36;Female;5000;MO;35;2;15
64132;69;Female;3000;MO;124;24;2
33614;55;Female;4000;FL;140;9;5
28501;82;Female;2000;NC;484;25;5
93065;65;Female;7000;CA;35;2;15
32708;69;Female;7000;FL;26;5;3
91361;46;Female;5000;CA;86;7;10
97214;82;Male;1000;OR;185;24;2
97501;60;Male;6000;OR;99;12;5
98037;66;Female;2000;WA;495;22;3
85742;76;Female;2000;AZ;129;13;3
96782;60;Female;2000;HI;116;14;4
72601;57;Female;5000;AR;30;2;10
92392;36;Male;4000;CA;45;3;5
39042;70;Female;5000;MS;118;8;7
98902;56;Female;1000;WA;75;4;10
29405;71;Female;5000;SC;72;6;3
91803;74;Female;3000;CA;170;17;5
34758;70;Male;2000;FL;175;10;10
33957;87;Male;7000;FL;143;13;5
33405;67;Male;5000;FL;15;1;15
28560;54;Female;3000;NC;75;3;25
47802;44;Female;4000;IN;94;20;2
55025;76;Female;6000;MN;145;14;5
85741;45;Female;2000;AZ;74;14;3
53711;75;Male;5000;WI;109;15;2
98362;64;Female;5000;WA;36;2;15
58329;41;Female;1000;ND;80;8;5
64161;56;Male;3000;MO;20;1;20
98596;45;Male;7000;WA;42;4;5
72015;90;Male;5000;AR;80;8;5
83642;74;Female;5000;ID;201;33;2
80010;77;Female;1000;CO;62;6;5
37206;33;Female;1000;TN;35;4;3
29483;44;Female;2000;SC;53;6;3
32780;81;Female;2000;FL;70;6;8
48906;65;Male;5000;MI;51;4;10
35023;71;Male;4000;AL;23;6;3
91722;56;Female;4000;CA;20;1;20
39649;74;Male;4000;MS;50;3;14
80207;52;Male;7000;CO;20;2;5
53405;74;Male;5000;WI;15;1;15
95127;80;Female;3000;CA;217;29;1
54235;80;Female;2000;WI;248;25;3
49201;73;Male;4000;MI;430;25;1
80210;64;Female;4000;CO;141;15;5
99403;86;Female;7000;WA;180;20;3
28209;52;Female;4000;NC;25;1;25
60641;83;Female;2000;IL;170;24;5
85742;86;Female;5000;AZ;40;4;10
33467;73;Male;4000;FL;104;20;3
50321;73;Male;5000;IA;229;14;5
37075;76;Male;4000;TN;65;6;10
